n8,n24
n10,n38
n11,n19
n13,n5
n13,n18
n13,n37
n14,n6
n14,n39
n15,n3
n15,n26
n15,n37
n17,n35
n18,n31
n19,n2
n19,n7
n20,n17
n20,n22
n20,n33
n20,n36
n21,n23
n22,n1
n23,n29
n24,n28
n25,n38
n27,n16
n27,n24
n27,n29
n30,n39
n31,n26
n32,n8
n32,n24
n33,n7
n33,n22
n33,n32
n33,n34
n34,n0
n34,n28
n35,n2
n35,n23
n36,n4
n36,n17
n37,n9
n37,n26
n38,n12
n39,n31
